"spec","cond","pH","rep","day","count","dilution","cfus","measured.pH","class"
"JB7","JBC",7,1,21,168,-6,1.68e+09,7.48,"bacteria"
"JB7","JB370",7,1,21,106,-6,1.06e+09,7,"bacteria"
"JB7","community",7,1,21,46,-4,4600000,7.4,"bacteria"
"135E","alone",7,1,21,53,-4,5300000,7.12,"fungi"
"135E","BC9",7,1,21,81,-4,8100000,7.31,"fungi"
"135E","BC10",7,1,21,75,-4,7500000,7.36,"fungi"
"135E","JB5",7,1,21,120,-4,1.2e+07,7.52,"fungi"
"135E","JB7",7,1,21,104,-4,10400000,7.39,"fungi"
"135E","JBC",7,1,21,0,0,0,7.38,"fungi"
"135E","JB370",7,1,21,248,-3,2480000,7.06,"fungi"
"135E","community",7,1,21,0,0,0,7.4,"fungi"
"JBC","alone",7,1,21,48,-5,4.8e+07,7.51,"fungi"
"JBC","BC9",7,1,21,35,-5,3.5e+07,7.49,"fungi"
"JBC","BC10",7,1,21,53,-5,5.3e+07,7.35,"fungi"
"JBC","JB5",7,1,21,38,-5,3.8e+07,7.53,"fungi"
"JBC","JB7",7,1,21,43,-5,4.3e+07,7.48,"fungi"
"JBC","135E",7,1,21,60,-5,6e+07,7.38,"fungi"
"JBC","JB370",7,1,21,45,-5,4.5e+07,7.44,"fungi"
"JBC","community",7,1,21,42,-5,4.2e+07,7.4,"fungi"
"JB370","alone",7,1,21,25,-4,2500000,7.16,"fungi"
"JB370","BC9",7,1,21,104,-3,1040000,6.98,"fungi"
"JB370","BC10",7,1,21,90,-3,9e+05,7.11,"fungi"
"JB370","JB5",7,1,21,112,-3,1120000,6.98,"fungi"
"JB370","JB7",7,1,21,102,-3,1020000,7,"fungi"
"JB370","135E",7,1,21,134,-3,1340000,7.06,"fungi"
"JB370","community",7,1,21,37,-1,3700,7.4,"fungi"
"BC9","alone",5,2,0,298,0,745,5.86,"bacteria"
"BC9","BC10",5,2,0,298,0,745,5.86,"bacteria"
"BC9","JB5",5,2,0,298,0,745,5.86,"bacteria"
"BC9","JB7",5,2,0,298,0,745,5.86,"bacteria"
"BC9","135E",5,2,0,298,0,745,5.86,"bacteria"
"BC9","JBC",5,2,0,298,0,745,5.86,"bacteria"
"BC9","JB370",5,2,0,298,0,745,5.86,"bacteria"
"BC9","community",5,2,0,298,0,745,5.86,"bacteria"
"BC10","alone",5,2,0,220,0,550,5.86,"bacteria"
"BC10","BC9",5,2,0,220,0,550,5.86,"bacteria"
"BC10","JB5",5,2,0,220,0,550,5.86,"bacteria"
"BC10","JB7",5,2,0,220,0,550,5.86,"bacteria"
"BC10","135E",5,2,0,220,0,550,5.86,"bacteria"
"BC10","JBC",5,2,0,220,0,550,5.86,"bacteria"
"BC10","JB370",5,2,0,220,0,550,5.86,"bacteria"
"BC10","community",5,2,0,220,0,550,5.86,"bacteria"
"JB5","alone",5,2,0,240,0,600,5.86,"bacteria"
"JB5","BC9",5,2,0,240,0,600,5.86,"bacteria"
"JB5","BC10",5,2,0,240,0,600,5.86,"bacteria"
"JB5","JB7",5,2,0,240,0,600,5.86,"bacteria"
"JB5","135E",5,2,0,240,0,600,5.86,"bacteria"
"JB5","JBC",5,2,0,240,0,600,5.86,"bacteria"
"JB5","JB370",5,2,0,240,0,600,5.86,"bacteria"
"JB5","community",5,2,0,240,0,600,5.86,"bacteria"
"JB7","alone",5,2,0,84,0,210,5.86,"bacteria"
"JB7","BC9",5,2,0,84,0,210,5.86,"bacteria"
"JB7","BC10",5,2,0,84,0,210,5.86,"bacteria"
"JB7","JB5",5,2,0,84,0,210,5.86,"bacteria"
"JB7","135E",5,2,0,84,0,210,5.86,"bacteria"
"JB7","JBC",5,2,0,84,0,210,5.86,"bacteria"
"JB7","JB370",5,2,0,84,0,210,5.86,"bacteria"
"JB7","community",5,2,0,84,0,210,5.86,"bacteria"
"135E","alone",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","BC9",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","BC10",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","JB5",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","JB7",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","JBC",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","JB370",5,2,0,116,0.05,5800,5.86,"fungi"
"135E","community",5,2,0,116,0.05,5800,5.86,"fungi"
"JBC","alone",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","BC9",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","BC10",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","JB5",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","JB7",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","135E",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","JB370",5,2,0,5,0.05,250,5.86,"fungi"
"JBC","community",5,2,0,5,0.05,250,5.86,"fungi"
"JB370","alone",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","BC9",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","BC10",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","JB5",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","JB7",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","135E",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","JBC",5,2,0,3,0.05,150,5.86,"fungi"
"JB370","community",5,2,0,3,0.05,150,5.86,"fungi"
"BC9","alone",7,2,0,298,0,745,7.1,"bacteria"
"BC9","BC10",7,2,0,298,0,745,7.1,"bacteria"
"BC9","JB5",7,2,0,298,0,745,7.1,"bacteria"
"BC9","JB7",7,2,0,298,0,745,7.1,"bacteria"
"BC9","135E",7,2,0,298,0,745,7.1,"bacteria"
"BC9","JBC",7,2,0,298,0,745,7.1,"bacteria"
"BC9","JB370",7,2,0,298,0,745,7.1,"bacteria"
"BC9","community",7,2,0,298,0,745,7.1,"bacteria"
"BC10","alone",7,2,0,220,0,550,7.1,"bacteria"
"BC10","BC9",7,2,0,220,0,550,7.1,"bacteria"
"BC10","JB5",7,2,0,220,0,550,7.1,"bacteria"
"BC10","JB7",7,2,0,220,0,550,7.1,"bacteria"
"BC10","135E",7,2,0,220,0,550,7.1,"bacteria"
"BC10","JBC",7,2,0,220,0,550,7.1,"bacteria"
"BC10","JB370",7,2,0,220,0,550,7.1,"bacteria"
"BC10","community",7,2,0,220,0,550,7.1,"bacteria"
"JB5","alone",7,2,0,240,0,600,7.1,"bacteria"
"JB5","BC9",7,2,0,240,0,600,7.1,"bacteria"
"JB5","BC10",7,2,0,240,0,600,7.1,"bacteria"
"JB5","JB7",7,2,0,240,0,600,7.1,"bacteria"
"JB5","135E",7,2,0,240,0,600,7.1,"bacteria"
"JB5","JBC",7,2,0,240,0,600,7.1,"bacteria"
"JB5","JB370",7,2,0,240,0,600,7.1,"bacteria"
"JB5","community",7,2,0,240,0,600,7.1,"bacteria"
"JB7","alone",7,2,0,84,0,210,7.1,"bacteria"
"JB7","BC9",7,2,0,84,0,210,7.1,"bacteria"
"JB7","BC10",7,2,0,84,0,210,7.1,"bacteria"
"JB7","JB5",7,2,0,84,0,210,7.1,"bacteria"
"JB7","135E",7,2,0,84,0,210,7.1,"bacteria"
"JB7","JBC",7,2,0,84,0,210,7.1,"bacteria"
"JB7","JB370",7,2,0,84,0,210,7.1,"bacteria"
"JB7","community",7,2,0,84,0,210,7.1,"bacteria"
"135E","alone",7,2,0,116,-1,2900,7.1,"fungi"
"135E","BC9",7,2,0,116,-1,2900,7.1,"fungi"
"135E","BC10",7,2,0,116,-1,2900,7.1,"fungi"
"135E","JB5",7,2,0,116,-1,2900,7.1,"fungi"
"135E","JB7",7,2,0,116,-1,2900,7.1,"fungi"
"135E","JBC",7,2,0,116,-1,2900,7.1,"fungi"
"135E","JB370",7,2,0,116,-1,2900,7.1,"fungi"
"135E","community",7,2,0,116,-1,2900,7.1,"fungi"
"JBC","alone",7,2,0,5,-1,125,7.1,"fungi"
"JBC","BC9",7,2,0,5,-1,125,7.1,"fungi"
"JBC","BC10",7,2,0,5,-1,125,7.1,"fungi"
"JBC","JB5",7,2,0,5,-1,125,7.1,"fungi"
"JBC","JB7",7,2,0,5,-1,125,7.1,"fungi"
"JBC","135E",7,2,0,5,-1,125,7.1,"fungi"
"JBC","JB370",7,2,0,5,-1,125,7.1,"fungi"
"JBC","community",7,2,0,5,-1,125,7.1,"fungi"
"JB370","alone",7,2,0,3,-1,75,7.1,"fungi"
"JB370","BC9",7,2,0,3,-1,75,7.1,"fungi"
"JB370","BC10",7,2,0,3,-1,75,7.1,"fungi"
"JB370","JB5",7,2,0,3,-1,75,7.1,"fungi"
"JB370","JB7",7,2,0,3,-1,75,7.1,"fungi"
"JB370","135E",7,2,0,3,-1,75,7.1,"fungi"
"JB370","JBC",7,2,0,3,-1,75,7.1,"fungi"
"JB370","community",7,2,0,3,-1,75,7.1,"fungi"
"BC9","alone",5,2,3,72,-3,720000,5.86,"bacteria"
"BC9","BC10",5,2,3,1,-4,1e+05,6.02,"bacteria"
"BC9","JB5",5,2,3,583,-2,583000,5.91,"bacteria"
"BC9","JB7",5,2,3,409,-2,409000,5.92,"bacteria"
"BC9","135E",5,2,3,99,-4,9900000,6.51,"bacteria"
"BC9","JBC",5,2,3,67,-4,6700000,5.96,"bacteria"
"BC9","JB370",5,2,3,53,-4,5300000,5.88,"bacteria"
"BC9","community",5,2,3,61,-4,6100000,6.56,"bacteria"
"BC10","alone",5,2,3,63,-5,6.3e+07,5.96,"bacteria"
"BC10","BC9",5,2,3,37,-5,3.7e+07,6.02,"bacteria"
"BC10","JB5",5,2,3,245,-4,24500000,5.91,"bacteria"
"BC10","JB7",5,2,3,508,-4,50800000,5.91,"bacteria"
"BC10","135E",5,2,3,174,-4,17400000,6.46,"bacteria"
"BC10","JBC",5,2,3,86,-5,8.6e+07,6.05,"bacteria"
"BC10","JB370",5,2,3,20,-5,2e+07,5.93,"bacteria"
"BC10","community",5,2,3,193,-4,19300000,6.56,"bacteria"
"JB5","alone",5,2,3,10,0,100,5.9,"bacteria"
"JB5","BC10",5,2,3,78,-3,780000,5.91,"bacteria"
"JB5","JB7",5,2,3,10,0,100,5.88,"bacteria"
"JB5","135E",5,2,3,96,-4,9600000,6.47,"bacteria"
"JB5","JBC",5,2,3,27,0,270,6.01,"bacteria"
"JB5","JB370",5,2,3,45,0,450,5.85,"bacteria"
"JB5","community",5,2,3,45,-3,450000,6.56,"bacteria"
"JB7","alone",5,2,3,7,0,70,5.9,"bacteria"
"JB7","BC9",5,2,3,1,-1,100,5.92,"bacteria"
"JB7","JB5",5,2,3,8,0,80,5.88,"bacteria"
"JB7","135E",5,2,3,12,-3,120000,6.57,"bacteria"
"JB7","JBC",5,2,3,19,0,190,6.04,"bacteria"
"JB7","JB370",5,2,3,9,0,90,5.84,"bacteria"
"JB7","community",5,2,3,204,-2,204000,6.56,"bacteria"
"135E","alone",5,2,3,115,-4,11500000,6.53,"fungi"
"135E","BC9",5,2,3,119,-4,11900000,6.51,"fungi"
"135E","BC10",5,2,3,40,-4,4e+06,6.46,"fungi"
"135E","JB5",5,2,3,94,-4,9400000,6.47,"fungi"
"135E","JB7",5,2,3,120,-4,1.2e+07,6.57,"fungi"
"135E","JBC",5,2,3,118,-4,11800000,6.39,"fungi"
"135E","JB370",5,2,3,159,-4,15900000,6.37,"fungi"
"135E","community",5,2,3,124,-4,12400000,6.56,"fungi"
"JBC","alone",5,2,3,86,-1,8600,5.95,"fungi"
"JBC","BC9",5,2,3,65,-1,6500,5.96,"fungi"
"JBC","BC10",5,2,3,53,-1,5300,6.05,"fungi"
"JBC","JB5",5,2,3,89,-1,8900,6.01,"fungi"
"JBC","JB7",5,2,3,48,-1,4800,6.04,"fungi"
"JBC","135E",5,2,3,34,0,340,6.39,"fungi"
"JBC","community",5,2,3,9,-1,900,6.56,"fungi"
"JB370","alone",5,2,3,15,-1,1500,5.85,"fungi"
"JB370","BC9",5,2,3,51,-1,5100,5.88,"fungi"
"JB370","BC10",5,2,3,18,-1,1800,5.93,"fungi"
"JB370","JB5",5,2,3,112,0,1120,5.85,"fungi"
"JB370","JB7",5,2,3,16,-1,1600,5.84,"fungi"
"JB370","135E",5,2,3,10,-1,1000,6.37,"fungi"
"JB370","JBC",5,2,3,1,0,10,5.87,"fungi"
"JB370","community",5,2,3,6,-1,600,6.56,"fungi"
"BC9","alone",7,2,3,151,-5,1.51e+08,7.04,"bacteria"
"BC9","BC10",7,2,3,23,-5,2.3e+07,7.12,"bacteria"
"BC9","JB5",7,2,3,195,-5,1.95e+08,7.07,"bacteria"
"BC9","JB7",7,2,3,123,-5,1.23e+08,7.03,"bacteria"
"BC9","135E",7,2,3,108,-5,1.08e+08,7.14,"bacteria"
"BC9","JBC",7,2,3,182,-5,1.82e+08,7.02,"bacteria"
"BC9","JB370",7,2,3,77,-5,7.7e+07,7,"bacteria"
"BC9","community",7,2,3,48,-5,4.8e+07,7.06,"bacteria"
"BC10","alone",7,2,3,124,-5,1.24e+08,7.1,"bacteria"
"BC10","BC9",7,2,3,169,-5,1.69e+08,7.12,"bacteria"
"BC10","JB5",7,2,3,149,-5,1.49e+08,7.07,"bacteria"
"BC10","JB7",7,2,3,227,-5,2.27e+08,7.07,"bacteria"
"BC10","135E",7,2,3,135,-5,1.35e+08,7.28,"bacteria"
"BC10","JBC",7,2,3,147,-5,1.47e+08,7.03,"bacteria"
"BC10","JB370",7,2,3,59,-5,5.9e+07,6.95,"bacteria"
"BC10","community",7,2,3,131,-5,1.31e+08,7.06,"bacteria"
"JB5","alone",7,2,3,434,-3,4340000,7.09,"bacteria"
"JB5","BC9",7,2,3,38,-4,3800000,7.07,"bacteria"
"JB5","BC10",7,2,3,149,-2,149000,7.07,"bacteria"
"JB5","JB7",7,2,3,20,-4,2e+06,7.04,"bacteria"
"JB5","135E",7,2,3,10,-3,1e+05,7.07,"bacteria"
"JB5","JBC",7,2,3,66,-4,6600000,6.99,"bacteria"
"JB5","JB370",7,2,3,141,-4,14100000,7.04,"bacteria"
"JB5","community",7,2,3,83,-4,8300000,7.06,"bacteria"
"JB7","alone",7,2,3,98,-4,9800000,7.07,"bacteria"
"JB7","BC9",7,2,3,136,-4,13600000,7.03,"bacteria"
"JB7","BC10",7,2,3,34,-4,3400000,7.07,"bacteria"
"JB7","JB5",7,2,3,73,-5,7.3e+07,7.04,"bacteria"
"JB7","135E",7,2,3,74,-4,7400000,7.05,"bacteria"
"JB7","JBC",7,2,3,253,-4,25300000,6.93,"bacteria"
"JB7","JB370",7,2,3,421,-4,42100000,7.02,"bacteria"
"JB7","community",7,2,3,64,-4,6400000,7.06,"bacteria"
"135E","alone",7,2,3,204,-3,2040000,7.02,"fungi"
"135E","BC9",7,2,3,434,-3,4340000,7.14,"fungi"
"135E","BC10",7,2,3,41,-4,4100000,7.28,"fungi"
"135E","JB5",7,2,3,47,-4,4700000,7.07,"fungi"
"135E","JB7",7,2,3,32,-4,3200000,7.05,"fungi"
"135E","JBC",7,2,3,129,-3,1290000,6.97,"fungi"
"135E","JB370",7,2,3,176,-3,1760000,7.01,"fungi"
"135E","community",7,2,3,430,-3,4300000,7.06,"fungi"
"JBC","alone",7,2,3,80,0,800,7.01,"fungi"
"JBC","BC9",7,2,3,129,0,1290,7.02,"fungi"
"JBC","BC10",7,2,3,58,0,580,7.03,"fungi"
"JBC","JB5",7,2,3,30,-1,3000,6.99,"fungi"
"JBC","JB7",7,2,3,50,-1,5000,6.93,"fungi"
"JBC","135E",7,2,3,23,-1,2300,6.97,"fungi"
"JBC","JB370",7,2,3,21,-1,2100,7.03,"fungi"
"JB370","alone",7,2,3,15,-1,1500,7,"fungi"
"JB370","BC9",7,2,3,22,0,220,7,"fungi"
"JB370","BC10",7,2,3,19,0,190,6.95,"fungi"
"JB370","JB5",7,2,3,23,0,230,7.04,"fungi"
"JB370","JB7",7,2,3,10,0,100,7.02,"fungi"
"JB370","135E",7,2,3,10,-1,1000,7.01,"fungi"
"JB370","JBC",7,2,3,2,-1,200,7.03,"fungi"
"BC9","alone",5,2,10,34,-5,3.4e+07,6.13,"bacteria"
"BC9","BC10",5,2,10,63,-4,6300000,6.57,"bacteria"
"BC9","JB5",5,2,10,354,-4,35400000,6.09,"bacteria"
"BC9","JB7",5,2,10,29,-5,2.9e+07,6.05,"bacteria"
"BC9","135E",5,2,10,173,-5,1.73e+08,6.79,"bacteria"
"BC9","JBC",5,2,10,11,-4,1100000,6.64,"bacteria"
"BC9","JB370",5,2,10,344,-5,3.44e+08,7.04,"bacteria"
"BC9","community",5,2,10,6,-4,6e+05,6.2,"bacteria"
"BC10","alone",5,2,10,69,-5,6.9e+07,6.48,"bacteria"
"BC10","BC9",5,2,10,100,-5,1e+08,6.57,"bacteria"
"BC10","JB5",5,2,10,323,-4,32300000,6.28,"bacteria"
"BC10","JB7",5,2,10,76,-5,7.6e+07,6.36,"bacteria"
"BC10","135E",5,2,10,149,-5,1.49e+08,6.79,"bacteria"
"BC10","JBC",5,2,10,58,-4,5800000,6.84,"bacteria"
"BC10","JB370",5,2,10,223,-5,2.23e+08,7.21,"bacteria"
"BC10","community",5,2,10,129,-4,12900000,6.2,"bacteria"
"JB5","alone",5,2,10,1,-2,1000,6.12,"bacteria"
"JB5","BC9",5,2,10,4,-2,4000,6.09,"bacteria"
"JB5","BC10",5,2,10,84,-3,840000,6.28,"bacteria"
"JB5","JB7",5,2,10,19,-1,1900,6.04,"bacteria"
"JB5","135E",5,2,10,82,-6,8.2e+08,7.02,"bacteria"
"JB5","JBC",5,2,10,6,0,60,6.91,"bacteria"
"JB5","JB370",5,2,10,64,-4,6400000,7.4,"bacteria"
"JB5","community",5,2,10,28,-4,2800000,6.2,"bacteria"
"JB7","BC9",5,2,10,2,-1,200,6.05,"bacteria"
"JB7","BC10",5,2,10,7,-4,7e+05,6.36,"bacteria"
"JB7","JB5",5,2,10,1,-1,100,6.04,"bacteria"
"JB7","135E",5,2,10,164,-6,1.64e+09,6.88,"bacteria"
"JB7","JBC",5,2,10,5,0,50,6.55,"bacteria"
"JB7","JB370",5,2,10,60,-3,6e+05,7.47,"bacteria"
"JB7","community",5,2,10,2,-4,2e+05,6.2,"bacteria"
"135E","alone",5,2,10,118,-4,11800000,6.8,"fungi"
"135E","BC9",5,2,10,139,-4,13900000,6.79,"fungi"
"135E","BC10",5,2,10,252,-4,25200000,6.79,"fungi"
"135E","JB5",5,2,10,134,-4,13400000,7.02,"fungi"
"135E","JB7",5,2,10,140,-4,1.4e+07,6.88,"fungi"
"135E","JBC",5,2,10,43,-3,430000,6.36,"fungi"
"135E","JB370",5,2,10,174,-4,17400000,7.38,"fungi"
"135E","community",5,2,10,54,-3,540000,6.2,"fungi"
"JBC","alone",5,2,10,36,-5,3.6e+07,6.57,"fungi"
"JBC","BC9",5,2,10,61,-5,6.1e+07,6.64,"fungi"
"JBC","BC10",5,2,10,48,-5,4.8e+07,6.84,"fungi"
"JBC","JB5",5,2,10,52,-5,5.2e+07,6.91,"fungi"
"JBC","JB7",5,2,10,65,-5,6.5e+07,6.55,"fungi"
"JBC","135E",5,2,10,26,-5,2.6e+07,6.36,"fungi"
"JBC","JB370",5,2,10,43,-5,4.3e+07,6.51,"fungi"
"JBC","community",5,2,10,28,-5,2.8e+07,6.2,"fungi"
"JB370","alone",5,2,10,90,-3,9e+05,6.79,"fungi"
"JB370","BC9",5,2,10,101,-3,1010000,7.04,"fungi"
"JB370","BC10",5,2,10,115,-3,1150000,7.21,"fungi"
"JB370","JB5",5,2,10,72,-3,720000,7.4,"fungi"
"JB370","JB7",5,2,10,22,-4,2200000,7.47,"fungi"
"JB370","135E",5,2,10,104,-2,104000,7.38,"fungi"
"JB370","JBC",5,2,10,14,0,140,6.51,"fungi"
"JB370","community",5,2,10,11,0,110,6.2,"fungi"
"BC9","alone",7,2,10,252,-5,2.52e+08,7.5,"bacteria"
"BC9","BC10",7,2,10,13,-5,1.3e+07,7.44,"bacteria"
"BC9","JB5",7,2,10,299,-5,2.99e+08,7.57,"bacteria"
"BC9","JB7",7,2,10,289,-5,2.89e+08,7.54,"bacteria"
"BC9","135E",7,2,10,205,-5,2.05e+08,7.61,"bacteria"
"BC9","JBC",7,2,10,158,-5,1.58e+08,6.72,"bacteria"
"BC9","JB370",7,2,10,268,-5,2.68e+08,7.57,"bacteria"
"BC9","community",7,2,10,21,-5,2.1e+07,6.56,"bacteria"
"BC10","alone",7,2,10,171,-5,1.71e+08,7.39,"bacteria"
"BC10","BC9",7,2,10,224,-5,2.24e+08,7.44,"bacteria"
"BC10","JB5",7,2,10,121,-5,1.21e+08,7.59,"bacteria"
"BC10","JB7",7,2,10,225,-5,2.25e+08,7.65,"bacteria"
"BC10","135E",7,2,10,94,-5,9.4e+07,7.6,"bacteria"
"BC10","JBC",7,2,10,172,-5,1.72e+08,6.7,"bacteria"
"BC10","JB370",7,2,10,382,-5,3.82e+08,7.79,"bacteria"
"BC10","community",7,2,10,52,-5,5.2e+07,6.56,"bacteria"
"JB5","alone",7,2,10,252,-6,2.52e+09,7.57,"bacteria"
"JB5","BC9",7,2,10,261,-6,2.61e+09,7.57,"bacteria"
"JB5","BC10",7,2,10,156,-6,1.56e+09,7.59,"bacteria"
"JB5","JB7",7,2,10,80,-6,8e+08,7.62,"bacteria"
"JB5","135E",7,2,10,53,-6,5.3e+08,7.74,"bacteria"
"JB5","JBC",7,2,10,75,-3,750000,6.96,"bacteria"
"JB5","JB370",7,2,10,81,-6,8.1e+08,7.77,"bacteria"
"JB5","community",7,2,10,19,-5,1.9e+07,6.56,"bacteria"
"JB7","alone",7,2,10,136,-6,1.36e+09,7.56,"bacteria"
"JB7","BC9",7,2,10,131,-6,1.31e+09,7.54,"bacteria"
"JB7","BC10",7,2,10,149,-6,1.49e+09,7.65,"bacteria"
"JB7","JB5",7,2,10,168,-6,1.68e+09,7.62,"bacteria"
"JB7","135E",7,2,10,29,-7,2.9e+09,7.59,"bacteria"
"JB7","JBC",7,2,10,70,-5,7e+07,6.98,"bacteria"
"JB7","JB370",7,2,10,103,-6,1.03e+09,7.82,"bacteria"
"JB7","community",7,2,10,9,-5,9e+06,6.56,"bacteria"
"135E","alone",7,2,10,53,-4,5300000,7.65,"fungi"
"135E","BC9",7,2,10,54,-4,5400000,7.61,"fungi"
"135E","BC10",7,2,10,156,-4,15600000,7.6,"fungi"
"135E","JB5",7,2,10,78,-4,7800000,7.74,"fungi"
"135E","JB7",7,2,10,124,-4,12400000,7.59,"fungi"
"135E","JBC",7,2,10,0,0,0,6.87,"fungi"
"135E","JB370",7,2,10,154,-3,1540000,7.6,"fungi"
"135E","community",7,2,10,27,-1,2700,6.56,"fungi"
"JBC","alone",7,2,10,30,-5,3e+07,6.9,"fungi"
"JBC","BC9",7,2,10,33,-5,3.3e+07,6.72,"fungi"
"JBC","BC10",7,2,10,40,-5,4e+07,6.7,"fungi"
"JBC","JB5",7,2,10,37,-5,3.7e+07,6.96,"fungi"
"JBC","JB7",7,2,10,44,-5,4.4e+07,6.98,"fungi"
"JBC","JB370",7,2,10,67,-5,6.7e+07,6.89,"fungi"
"JBC","community",7,2,10,24,-5,2.4e+07,6.56,"fungi"
"JB370","alone",7,2,10,85,-2,85000,7.17,"fungi"
"JB370","BC9",7,2,10,10,-2,10000,7.57,"fungi"
"JB370","BC10",7,2,10,29,-2,29000,7.79,"fungi"
"JB370","JB5",7,2,10,53,-2,53000,7.77,"fungi"
"JB370","JB7",7,2,10,87,-2,87000,7.82,"fungi"
"JB370","135E",7,2,10,41,-2,41000,7.6,"fungi"
"JB370","JBC",7,2,10,2,0,20,6.89,"fungi"
"JB370","community",7,2,10,1,0,10,6.56,"fungi"
"BC9","alone",5,2,21,167,-4,16700000,6.28,"bacteria"
"BC9","BC10",5,2,21,115,-4,11500000,6.77,"bacteria"
"BC9","JB5",5,2,21,29,-5,2.9e+07,6.13,"bacteria"
"BC9","135E",5,2,21,323,-5,3.23e+08,7.03,"bacteria"
"BC9","JBC",5,2,21,142,-4,14200000,7.76,"bacteria"
"BC9","JB370",5,2,21,33,-4,3300000,7.26,"bacteria"
"BC9","community",5,2,21,10,-4,1e+06,7.31,"bacteria"
"BC10","BC9",5,2,21,75,-5,7.5e+07,6.77,"bacteria"
"BC10","JB5",5,2,21,24,-5,2.4e+07,6.23,"bacteria"
"BC10","JB7",5,2,21,16,-5,1.6e+07,6.33,"bacteria"
"BC10","135E",5,2,21,229,-5,2.29e+08,6.98,"bacteria"
"BC10","JBC",5,2,21,127,-4,12700000,7.78,"bacteria"
"BC10","JB370",5,2,21,288,-5,2.88e+08,7.47,"bacteria"
"BC10","community",5,2,21,133,-4,13300000,7.31,"bacteria"
"JB5","alone",5,2,21,1,-4,1e+05,6.05,"bacteria"
"JB5","BC9",5,2,21,9,-1,900,6.13,"bacteria"
"JB5","JB7",5,2,21,101,-3,1010000,5.98,"bacteria"
"JB5","135E",5,2,21,254,-6,2.54e+09,7.82,"bacteria"
"JB5","JBC",5,2,21,0,0,0,7.63,"bacteria"
"JB5","JB370",5,2,21,22,-5,2.2e+07,7.18,"bacteria"
"JB5","community",5,2,21,2,-4,2e+05,7.31,"bacteria"
"JB7","alone",5,2,21,14,0,140,6.03,"bacteria"
"JB7","BC9",5,2,21,13,-3,130000,6.04,"bacteria"
"JB7","BC10",5,2,21,81,-5,8.1e+07,6.33,"bacteria"
"JB7","JB5",5,2,21,2,-1,200,5.98,"bacteria"
"JB7","135E",5,2,21,210,-6,2.1e+09,7.69,"bacteria"
"JB7","JBC",5,2,21,88,-3,880000,7.22,"bacteria"
"JB7","JB370",5,2,21,112,-5,1.12e+08,7.17,"bacteria"
"JB7","community",5,2,21,12,-4,1200000,7.31,"bacteria"
"135E","alone",5,2,21,185,-4,18500000,6.8,"fungi"
"135E","BC9",5,2,21,281,-4,28100000,7.03,"fungi"
"135E","BC10",5,2,21,450,-4,4.5e+07,6.98,"fungi"
"135E","JB5",5,2,21,157,-4,15700000,7.82,"fungi"
"135E","JB7",5,2,21,179,-4,17900000,7.69,"fungi"
"135E","JBC",5,2,21,0,0,0,7.55,"fungi"
"135E","JB370",5,2,21,134,-4,13400000,7.15,"fungi"
"135E","community",5,2,21,0,0,0,7.31,"fungi"
"JBC","alone",5,2,21,56,-5,5.6e+07,7.6,"fungi"
"JBC","BC9",5,2,21,45,-5,4.5e+07,7.76,"fungi"
"JBC","BC10",5,2,21,45,-5,4.5e+07,7.78,"fungi"
"JBC","JB5",5,2,21,46,-5,4.6e+07,7.63,"fungi"
"JBC","JB7",5,2,21,60,-5,6e+07,7.22,"fungi"
"JBC","135E",5,2,21,236,-5,2.36e+08,7.55,"fungi"
"JBC","JB370",5,2,21,47,-5,4.7e+07,7.44,"fungi"
"JBC","community",5,2,21,70,-5,7e+07,7.31,"fungi"
"JB370","alone",5,2,21,55,-4,5500000,7.21,"fungi"
"JB370","BC9",5,2,21,84,-4,8400000,7.26,"fungi"
"JB370","BC10",5,2,21,58,-4,5800000,7.47,"fungi"
"JB370","JB5",5,2,21,111,-4,11100000,7.18,"fungi"
"JB370","JB7",5,2,21,50,-4,5e+06,7.17,"fungi"
"JB370","135E",5,2,21,35,-4,3500000,7.15,"fungi"
"JB370","JBC",5,2,21,12,-1,1200,7.44,"fungi"
"JB370","community",5,2,21,192,0,1920,7.31,"fungi"
"BC9","alone",7,2,21,26,-6,2.6e+08,7.62,"bacteria"
"BC9","BC10",7,2,21,13,-5,1.3e+07,7.67,"bacteria"
"BC9","JB5",7,2,21,39,-6,3.9e+08,7.87,"bacteria"
"BC9","JB7",7,2,21,41,-6,4.1e+08,7.81,"bacteria"
"BC9","135E",7,2,21,347,-5,3.47e+08,7.59,"bacteria"
